"Locus Tag","Product","Pathway Name","Pathway Xref","Pathway Database","Version","ECO code","ECO term","PMID",""
"PA0795","citrate synthase 2","Propanoate metabolism","pae00640","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0796","carboxyphosphonoenolpyruvate phosphonomutase","Propanoate metabolism","pae00640","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0835","phosphate acetyltransferase","Propanoate metabolism","pae00640","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0836","acetate kinase","Propanoate metabolism","pae00640","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0879","probable acyl-CoA dehydrogenase","Propanoate metabolism","pae00640","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0887","acetyl-coenzyme A synthetase","Propanoate metabolism","pae00640","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1187","probable acyl-CoA dehydrogenase","Propanoate metabolism","pae00640","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1535","citronellyl-CoA dehydrogenase","Propanoate metabolism","pae00640","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1587","dihydrolipoamide dehydrogenase Lpd","Propanoate metabolism","pae00640","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1588","succinyl-CoA synthetase beta chain","Propanoate metabolism","pae00640","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1589","succinyl-CoA synthetase alpha chain","Propanoate metabolism","pae00640","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1736","probable acyl-CoA thiolase","Propanoate metabolism","pae00640","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1737","probable 3-hydroxyacyl-CoA dehydrogenase","Propanoate metabolism","pae00640","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1748","probable enoyl-CoA hydratase/isomerase","Propanoate metabolism","pae00640","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1787","aconitate hydratase 2","Propanoate metabolism","pae00640","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1821","probable enoyl-CoA hydratase/isomerase","Propanoate metabolism","pae00640","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2001","acetyl-CoA acetyltransferase","Propanoate metabolism","pae00640","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2247","2-oxoisovalerate dehydrogenase (alpha subunit)","Propanoate metabolism","pae00640","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2248","2-oxoisovalerate dehydrogenase (beta subunit)","Propanoate metabolism","pae00640","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2249","branched-chain alpha-keto acid dehydrogenase (lipoamide component)","Propanoate metabolism","pae00640","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2250","lipoamide dehydrogenase-Val","Propanoate metabolism","pae00640","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2550","probable acyl-CoA dehydrogenase","Propanoate metabolism","pae00640","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2553","probable acyl-CoA thiolase","Propanoate metabolism","pae00640","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2555","probable AMP-binding enzyme","Propanoate metabolism","pae00640","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3014","fatty-acid oxidation complex alpha-subunit","Propanoate metabolism","pae00640","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3112","acetyl-CoA carboxylase beta subunit","Propanoate metabolism","pae00640","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3426","probable enoyl CoA-hydratase/isomerase","Propanoate metabolism","pae00640","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3568","probable acetyl-coa synthetase","Propanoate metabolism","pae00640","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3570","methylmalonate-semialdehyde dehydrogenase","Propanoate metabolism","pae00640","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3589","probable acyl-CoA thiolase","Propanoate metabolism","pae00640","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3639","acetyl-coenzyme A carboxylase carboxyl transferase (alpha subunit)","Propanoate metabolism","pae00640","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3925","probable acyl-CoA thiolase","Propanoate metabolism","pae00640","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4435","probable acyl-CoA dehydrogenase","Propanoate metabolism","pae00640","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4733","acetyl-coenzyme A synthetase","Propanoate metabolism","pae00640","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4785","probable acyl-CoA thiolase","Propanoate metabolism","pae00640","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4829","dihydrolipoamide dehydrogenase 3","Propanoate metabolism","pae00640","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4847","biotin carboxyl carrier protein (BCCP)","Propanoate metabolism","pae00640","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4848","biotin carboxylase","Propanoate metabolism","pae00640","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4994","probable acyl-CoA dehydrogenase","Propanoate metabolism","pae00640","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5313","Transaminase","Propanoate metabolism","pae00640","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0373","signal recognition particle receptor FtsY","Protein export","pae03060","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0768","signal peptidase I","Protein export","pae03060","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1303","signal peptidase","Protein export","pae03060","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3746","signal recognition particle protein Ffh","Protein export","pae03060","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3820","secretion protein SecF","Protein export","pae03060","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3821","secretion protein SecD","Protein export","pae03060","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3822","conserved hypothetical protein","Protein export","pae03060","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4243","secretion protein SecY","Protein export","pae03060","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4276","secretion protein SecE","Protein export","pae03060","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4403","secretion protein SecA","Protein export","pae03060","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4559","prolipoprotein signal peptidase","Protein export","pae03060","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4747","secretion protein SecG","Protein export","pae03060","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5068","translocation protein TatA","Protein export","pae03060","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5069","translocation protein TatB","Protein export","pae03060","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5070","transport protein TatC","Protein export","pae03060","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5128","secretion protein SecB","Protein export","pae03060","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5568","conserved hypothetical protein","Protein export","pae03060","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0134","probable guanine deaminase","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0143","purine nucleosidase Nuh","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0148","adenine deaminase","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0387","conserved hypothetical protein","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0590","bis(5'-nucleosyl)-tetraphosphatase","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0934","GTP pyrophosphokinase","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0935","conserved hypothetical protein","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0944","phosphoribosylaminoimidazole synthetase","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0945","phosphoribosylaminoimidazole synthetase","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1013","phosphoribosylaminoimidazole-succinocarboxamide synthase","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1124","deoxyguanosinetriphosphate triphosphohydrolase","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1140","conserved hypothetical protein","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1155","NrdB, tyrosyl radical-harboring component of class Ia ribonucleotide reductase","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1156","NrdA, catalytic component of class Ia ribonucleotide reductase","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1393","adenosine 5'-phosphosulfate (APS) kinase","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1498","pyruvate kinase I","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1514","ureidoglycolate hydrolaseYbbT","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1515","allantoicase","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1518","conserved hypothetical protein","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1521","probable guanine deaminase","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1523","xanthine dehydrogenase","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1524","xanthine dehydrogenase","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1532","DNA polymerase subunits gamma and tau","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1543","adenine phosphoribosyltransferase","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1816","DNA polymerase III, epsilon chain","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1920","class III (anaerobic) ribonucleoside-triphosphate reductase subunit, NrdD","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1931","probable ferredoxin","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1932","probable hydroxylase molybdopterin-containing subunit","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1933","probable hydroxylase large subunit","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2629","adenylosuccinate lyase","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2961","DNA polymerase III, delta prime subunit","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3043","conserved hypothetical protein","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3108","amidophosphoribosyltransferase","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3217","CyaB","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3232","probable nuclease","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3516","probable lyase","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3517","probable lyase","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3625","survival protein SurE","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3640","DNA polymerase III, alpha chain","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3686","adenylate kinase","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3751","phosphoribosylglycinamide formyltransferase 2","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3763","phosphoribosylformylglycinamidine synthase","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3769","GMP synthase","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3770","inosine-5'-monophosphate dehydrogenase","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3807","nucleoside diphosphate kinase","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3832","DNA polymerase III, chi subunit","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3970","AMP nucleosidase","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3989","DNA polymerase III, delta subunit","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4238","DNA-directed RNA polymerase alpha chain","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4269","DNA-directed RNA polymerase beta* chain","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4270","DNA-directed RNA polymerase beta chain","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4329","pyruvate kinase II","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4442","ATP sulfurylase GTP-binding subunit/APS kinase","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4443","ATP sulfurylase small subunit","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4645","probable purine/pyrimidine phosphoribosyl transferase","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4670","ribose-phosphate pyrophosphokinase","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4740","polyribonucleotide nucleotidyltransferase","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4854","phosphoribosylaminoimidazolecarboxamide formyltransferase","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4855","phosphoribosylamine--glycine ligase","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4865","urease gamma subunit","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4867","urease beta subunit","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4868","urease alpha subunit","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4938","adenylosuccinate synthetase","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4969","Cyclic AMP (cAMP) Phosphodiesterase, CpdA","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4971","adenosine diphosphate sugar pyrophosphatase","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5173","carbamate kinase","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5176","conserved hypothetical protein","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5177","probable hydrolase","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5241","exopolyphosphatase","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5272","adenylate cyclase","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5298","xanthine phosphoribosyltransferase","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5322","phosphomannomutase AlgC","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5336","guanylate kinase","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5337","RNA polymerase omega subunit","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5338","guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5425","phosphoribosylaminoimidazole carboxylase","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5426","phosphoribosylaminoimidazole carboxylase, catalytic subunit","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5493","DNA polymerase I","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5497","class II (cobalamin-dependent) ribonucleotide-diphosphate reductase subunit, NrdJa","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0002","DNA polymerase III, beta chain","Purine metabolism","pae00230","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0342","thymidylate synthase","Pyrimidine metabolism","pae00240","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0401","noncatalytic dihydroorotase-like protein","Pyrimidine metabolism","pae00240","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0402","aspartate carbamoyltransferase","Pyrimidine metabolism","pae00240","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0403","transcriptional regulator PyrR","Pyrimidine metabolism","pae00240","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0437","cytosine deaminase","Pyrimidine metabolism","pae00240","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0439","probable oxidoreductase","Pyrimidine metabolism","pae00240","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0440","probable oxidoreductase","Pyrimidine metabolism","pae00240","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0441","dihydropyrimidinase","Pyrimidine metabolism","pae00240","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0444","N-carbamoyl-beta-alanine amidohydrolase","Pyrimidine metabolism","pae00240","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0849","thioredoxin reductase 2","Pyrimidine metabolism","pae00240","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0935","conserved hypothetical protein","Pyrimidine metabolism","pae00240","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1155","NrdB, tyrosyl radical-harboring component of class Ia ribonucleotide reductase","Pyrimidine metabolism","pae00240","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1156","NrdA, catalytic component of class Ia ribonucleotide reductase","Pyrimidine metabolism","pae00240","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1532","DNA polymerase subunits gamma and tau","Pyrimidine metabolism","pae00240","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1816","DNA polymerase III, epsilon chain","Pyrimidine metabolism","pae00240","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1920","class III (anaerobic) ribonucleoside-triphosphate reductase subunit, NrdD","Pyrimidine metabolism","pae00240","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2616","thioredoxin reductase 1","Pyrimidine metabolism","pae00240","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2876","orotidine 5'-phosphate decarboxylase","Pyrimidine metabolism","pae00240","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2961","DNA polymerase III, delta prime subunit","Pyrimidine metabolism","pae00240","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2962","thymidylate kinase","Pyrimidine metabolism","pae00240","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3050","dihydroorotate dehydrogenase","Pyrimidine metabolism","pae00240","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3163","cytidylate kinase","Pyrimidine metabolism","pae00240","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3232","probable nuclease","Pyrimidine metabolism","pae00240","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3480","probable deoxycytidine triphosphate deaminase","Pyrimidine metabolism","pae00240","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3527","dihydroorotase","Pyrimidine metabolism","pae00240","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3625","survival protein SurE","Pyrimidine metabolism","pae00240","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3637","CTP synthase","Pyrimidine metabolism","pae00240","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3640","DNA polymerase III, alpha chain","Pyrimidine metabolism","pae00240","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
